Co_Code,year_end,net_Sales,equity_paid_up,PAT,PBIDT,Debt-Equity Ratio[Latest],PBIDTM-(%)[Latest]
186,201603,6147.0,73.28,14.64,1366.08,4.45,22.21
190,201103,498.95,23.71,24.43,54.94,0.11,13.13
190,201203,578.27,23.71,24.01,61.2,0.11,13.13
190,201303,599.37,23.71,24.67,64.14,0.11,13.13
190,201403,684.56,21.97,26.66,66.21,0.11,13.13
190,201503,782.23,21.88,43.05,83.05,0.11,13.13
190,201603,824.82,21.88,61.88,108.88,0.11,13.13
195,201112,2375.88,84.7,430.6,619.8,0.0,21.18
195,201212,2626.44,84.7,577.26,864.4,0.0,21.18
195,201312,2546.15,84.7,501.88,749.53,0.0,21.18
195,201503,3287.57,84.7,471.65,774.45,0.0,21.18
195,201603,2756.96,84.7,375.21,602.21,0.0,21.18
196,201103,267.9,9.15,9.19,24.16,2.49,3.49
196,201203,344.05,9.15,10.49,25.5,2.49,3.49
196,201303,295.6,9.15,7.91,19.41,2.49,3.49
196,201403,292.03,9.15,2.29,10.81,2.49,3.49
196,201503,187.95,9.15,-10.09,0.08,2.49,3.49
196,201603,316.02,9.15,-3.08,12.58,2.49,3.49
197,201112,1152.11,55.63,37.46,127.16,0.45,11.99
197,201212,1178.85,55.63,-16.36,77.98,0.45,11.99
197,201312,1136.97,55.63,20.59,123.28,0.45,11.99
197,201503,1536.53,55.63,31.36,173.8,0.45,11.99
197,201603,1327.73,55.63,44.01,175.41,0.45,11.99
200,201103,2255.48,53.89,205.98,338.63,0.02,12.89
200,201203,2744.24,53.89,215.89,361.57,0.02,12.89
200,201303,3011.84,53.89,292.18,467.35,0.02,12.89
200,201403,3334.69,53.89,206.57,372.42,0.02,12.89
200,201503,3754.14,53.89,271.67,466.61,0.02,12.89
200,201603,4097.37,53.89,891.1,1132.5,0.02,12.89
204,201103,132.36,17.4,6.35,29.69,0.01,11.71
204,201203,149.75,17.4,-1.39,22.57,0.01,11.71
204,201303,174.69,17.4,10.88,25.27,0.01,11.71
204,201403,167.72,17.4,12.09,22.85,0.01,11.71
204,201503,181.89,17.4,15.69,21.26,0.01,11.71
204,201603,214.84,17.4,7.54,15.41,0.01,11.71
207,201103,1381.84,152.29,266.46,743.5,0.59,51.44
207,201203,1709.62,152.29,143.34,802.24,0.59,51.44
207,201303,1735.19,152.32,146.26,729.71,0.59,51.44
207,201403,1492.58,150.78,204.68,780.84,0.59,51.44
207,201503,1734.08,150.78,317.3,840.93,0.59,51.44
207,201603,1974.27,150.78,609.9,1136.91,0.59,51.44
208,201103,1252.17,48.84,127.28,205.71,0.0,15.69
208,201203,1753.44,48.84,185.49,285.79,0.0,15.69
208,201303,1873.29,48.84,137.96,240.23,0.0,15.69
208,201403,1718.91,48.84,113.09,212.38,0.0,15.69
208,201503,1688.7,48.84,81.53,158.21,0.0,15.69
208,201603,1616.2,48.84,198.78,337.89,0.0,15.69
209,201103,796.73,27.68,85.63,142.29,0.0,15.23
209,201203,906.6,27.68,103.63,166.02,0.0,15.23
209,201303,945.1,27.68,97.67,156.06,0.0,15.23
209,201403,941.61,27.68,82.32,146.26,0.0,15.23
209,201503,1110.39,27.68,101.02,185.13,0.0,15.23
209,201603,1158.45,27.68,101.52,189.51,0.0,15.23
210,201103,96.09,17.59,-33.88,-15.47,0.0,-10.71
210,201203,71.34,17.59,-29.05,-5.34,0.0,-10.71
210,201303,68.9,17.59,-43.42,-18.92,0.0,-10.71
210,201403,70.29,17.59,-21.9,4.77,0.0,-10.71
210,201503,51.59,17.59,-30.63,-6.35,0.0,-10.71
210,201603,44.73,17.59,-36.57,-10.82,0.0,-10.71
213,201103,2845.89,155.42,266.53,522.61,1.35,13.66
213,201203,3862.01,155.42,283.83,581.51,1.35,13.66
213,201303,4252.57,155.42,273.11,633.63,1.35,13.66
213,201403,4847.19,155.42,292.27,661.51,1.35,13.66
213,201503,4641.51,155.42,-452.07,31.2,1.35,13.66
213,201603,4548.3,155.42,226.36,661.39,1.35,13.66
214,201103,308.8,17.64,32.88,59.92,1.22,15.33
214,201203,374.78,17.64,42.42,66.93,1.22,15.33
214,201303,359.31,26.67,27.34,56.29,1.22,15.33
214,201403,352.85,26.68,23.2,55.07,1.22,15.33
214,201503,485.41,26.72,23.51,64.89,1.22,15.33
214,201603,530.9,26.72,33.42,86.37,1.22,15.33
217,201103,1434.67,73.44,114.3,281.39,0.1,17.37
217,201203,1710.97,73.44,153.61,395.1,0.1,17.37
217,201303,1814.6,73.44,235.35,496.69,0.1,17.37
217,201403,1896.06,73.44,185.03,403.57,0.1,17.37
217,201503,1948.13,73.44,227.86,322.88,0.1,17.37
217,201603,1966.1,73.44,221.67,380.27,0.1,17.37
218,201112,8554.26,306.87,1228.86,2200.65,0.0,16.42
218,201212,9730.3,308.44,1297.06,2542.71,0.0,16.42
218,201312,9174.26,309.17,1294.57,2069.27,0.0,16.42
218,201412,9978.12,309.95,1496.36,2357.42,0.0,16.42
218,201512,9461.4,310.38,807.56,1889.66,0.0,16.42
226,201103,4755.05,79.7,749.37,1278.6,0.22,10.63
226,201203,5301.83,79.7,757.57,1262.63,0.22,10.63
226,201303,6253.3,79.7,518.1,936.01,0.22,10.63
226,201403,5412.49,79.7,342.17,685.86,0.22,10.63
226,201503,5324.56,79.7,400.51,692.59,0.22,10.63
226,201603,6163.32,79.7,379.35,678.03,0.22,10.63
227,201103,4640.06,91.7,1181.71,1816.8,0.13,18.71
227,201203,4973.56,91.71,1177.0,1721.81,0.13,18.71
227,201303,5255.01,91.78,1225.99,1727.18,0.13,18.71
227,201403,5603.5,91.83,895.99,1246.12,0.13,18.71
227,201503,6332.58,91.86,529.9,986.8,0.13,18.71
227,201603,8979.6,93.35,953.27,1831.28,0.13,18.71
230,201103,12852.93,293.37,3534.96,12446.1,6.86,95.41
230,201203,17332.77,295.39,4122.62,16842.94,6.86,95.41
230,201303,21112.5,309.27,4848.34,20487.32,6.86,95.41
230,201403,24143.07,312.1,5440.24,23501.48,6.86,95.41
230,201503,27401.16,314.94,5990.14,26629.01,6.86,95.41
230,201603,30905.12,315.97,7093.1,29536.89,6.86,95.41
231,201112,2765.0,42.06,355.21,589.71,0.0,23.6
231,201212,3187.49,42.06,436.76,687.19,0.0,23.6
231,201403,4868.58,42.06,674.75,1079.68,0.0,23.6
231,201503,4307.59,42.06,583.6,951.97,0.0,23.6
231,201603,4308.73,42.06,686.91,1113.62,0.0,23.6
233,201103,370.97,18.45,3.95,27.1,0.9,-9.12
233,201203,342.66,18.45,4.71,33.43,0.9,-9.12
233,201303,332.12,18.45,2.3,24.58,0.9,-9.12
233,201403,364.19,18.45,4.42,26.54,0.9,-9.12
233,201503,326.64,18.45,-35.26,-13.75,0.9,-9.12
233,201603,284.86,18.45,-45.68,-25.97,0.9,-9.12
237,201103,19397.93,39.94,1927.9,2822.31,0.0,15.68
237,201203,23579.03,39.94,2378.13,3983.35,0.0,15.68
237,201303,23768.11,39.94,2118.16,3682.86,0.0,15.68
237,201403,25275.47,39.94,2109.08,3986.44,0.0,15.68
237,201503,27585.3,39.94,2385.64,3879.88,0.0,15.68
237,201603,28599.3,39.94,3132.37,4838.13,0.0,15.68
242,201112,7448.97,42.38,184.54,393.68,0.17,8.54
242,201212,7564.99,42.38,137.41,357.25,0.17,8.54
242,201312,7721.99,42.38,176.89,491.83,0.17,8.54
242,201412,7733.27,42.38,228.51,590.06,0.17,8.54
242,201512,8140.27,42.38,299.88,740.61,0.17,8.54
245,201103,4090.67,60.66,71.0,593.4,3.05,24.36
245,201203,3988.23,60.67,-222.25,386.78,3.05,24.36
245,201303,3832.29,60.67,-137.64,513.92,3.05,24.36
245,201403,4042.52,60.67,80.64,843.5,3.05,24.36
245,201503,4134.8,64.59,81.65,928.75,3.05,24.36
245,201603,4052.42,77.92,84.97,958.8,3.05,24.36
246,201103,948.31,14.4,53.75,106.95,0.0,-13.89
246,201206,718.75,14.4,-30.33,9.28,0.0,-13.89
246,201303,240.25,14.4,-120.94,-133.17,0.0,-13.89
246,201403,255.2,14.4,-101.5,-54.85,0.0,-13.89
246,201503,348.3,14.4,-773.16,-551.29,0.0,-13.89
246,201603,205.38,14.4,-163.26,-28.52,0.0,-13.89
247,201103,654.79,80.67,0.75,42.86,0.0,-2274.71
247,201203,494.26,86.57,-29.96,8.67,0.0,-2274.71
247,201309,722.9,92.47,-71.2,-27.12,0.0,-2274.71
247,201403,182.78,92.47,-3.07,64.19,0.0,-2274.71
247,201503,15.1,104.41,-41.9,-31.98,0.0,-2274.71
247,201603,0.81,104.41,-32.04,-19.79,0.0,-2274.71
249,201109,4903.8,22.84,12.0,990.85,3.45,19.47
249,201209,4262.63,63.94,-234.57,688.78,3.45,19.47
249,201403,6644.25,63.94,-1533.12,151.16,3.45,19.47
249,201503,4531.46,81.02,-1097.22,31.66,3.45,19.47
249,201603,4683.23,111.68,-114.28,950.58,3.45,19.47
250,201103,1052.17,13.21,87.35,216.59,0.46,16.14
250,201203,1339.33,13.21,110.1,258.28,0.46,16.14
250,201303,1573.79,13.21,99.12,287.77,0.46,16.14
250,201403,1746.48,13.21,56.2,271.11,0.46,16.14
250,201503,1857.04,14.46,104.15,345.05,0.46,16.14
250,201603,1938.49,14.46,116.7,337.98,0.46,16.14
251,201103,1113.65,42.85,128.86,246.85,0.89,14.82
251,201203,1424.61,39.96,62.32,165.76,0.89,14.82
251,201303,1622.61,39.96,105.79,251.51,0.89,14.82
251,201403,1466.81,39.96,86.62,242.41,0.89,14.82
251,201503,1233.07,39.96,39.0,196.81,0.89,14.82
251,201603,827.54,39.96,-15.15,128.62,0.89,14.82
252,201103,23859.21,191.46,2136.92,3502.18,0.78,10.84
252,201203,26596.78,191.48,2237.2,3720.55,0.78,10.84
252,201303,26056.93,191.48,1699.2,3186.81,0.78,10.84
252,201403,27850.93,206.48,1413.33,3220.32,0.78,10.84
252,201503,34525.03,206.52,925.16,3721.03,0.78,10.84
252,201603,34317.66,206.52,607.25,4384.37,0.78,10.84
253,201103,124.81,4.92,20.04,32.12,0.01,26.71
253,201203,119.42,4.92,20.92,33.7,0.01,26.71
253,201303,93.01,4.92,10.2,18.6,0.01,26.71
253,201403,106.93,4.92,17.2,29.39,0.01,26.71
253,201503,152.06,4.92,25.8,36.19,0.01,26.71
253,201603,184.4,4.92,39.11,53.26,0.01,26.71
255,201103,19735.51,215.95,2305.99,3158.1,0.0,17.99
255,201203,22116.37,216.15,2691.4,3688.52,0.0,17.99
255,201303,25810.21,216.25,3796.67,5219.05,0.0,17.99
255,201403,28019.13,216.27,3867.49,5324.97,0.0,17.99
255,201503,30805.62,216.35,4315.26,6490.93,0.0,17.99
255,201603,31987.17,216.39,4082.37,6191.52,0.0,17.99
256,201112,1301.34,23.03,191.18,315.55,0.0,22.79
256,201212,1573.04,23.03,176.66,352.98,0.0,22.79
256,201312,1808.86,23.03,265.18,481.14,0.0,22.79
256,201412,1977.48,23.03,263.61,469.74,0.0,22.79
256,201512,2193.04,23.03,321.49,594.27,0.0,22.79
257,201103,464.04,77.56,37.84,175.39,0.0,24.62
257,201203,571.84,77.57,18.63,446.84,0.0,24.62
257,201303,644.72,83.73,-433.46,122.64,0.0,24.62
257,201403,718.44,90.32,-441.47,194.94,0.0,24.62
257,201503,636.45,93.32,-415.88,-45.91,0.0,24.62
257,201603,660.91,93.32,-180.16,140.74,0.0,24.62
259,201103,724.53,7.49,50.6,97.72,0.31,8.86
259,201203,857.81,7.49,60.55,115.99,0.31,8.86
259,201303,1036.51,7.49,60.64,128.68,0.31,8.86
259,201403,869.47,7.49,7.13,48.84,0.31,8.86
259,201503,1107.79,7.49,66.86,131.75,0.31,8.86
259,201603,1096.27,7.49,39.66,108.96,0.31,8.86
262,201103,577.61,43.3,88.48,112.98,0.01,28.57
262,201203,712.75,43.41,94.55,163.3,0.01,28.57
262,201303,837.67,43.58,121.53,198.73,0.01,28.57
262,201403,920.36,43.77,187.22,288.97,0.01,28.57
262,201503,1079.93,44.33,183.11,287.36,0.01,28.57
262,201603,1245.94,44.63,234.25,355.99,0.01,28.57
265,201103,902.93,19.83,54.19,104.99,0.02,20.69
265,201203,893.03,19.83,62.11,112.86,0.02,20.69
265,201303,945.54,19.83,52.99,122.92,0.02,20.69
265,201403,954.96,19.83,58.34,127.07,0.02,20.69
265,201503,109.37,9.91,30.68,45.5,0.02,20.69
265,201603,102.15,9.91,17.61,28.76,0.02,20.69
266,201103,1096.8,36.8,176.6,243.1,0.0,10.6
266,201203,1987.8,36.8,201.8,286.9,0.0,10.6
266,201303,2232.0,46.7,218.8,326.6,0.0,10.6
266,201403,2417.9,46.7,150.2,248.6,0.0,10.6
266,201503,2527.0,46.7,186.3,329.1,0.0,10.6
266,201603,2740.1,46.7,202.1,354.7,0.0,10.6
270,201103,3500.72,307.18,68.1,475.62,0.92,16.39
270,201203,4203.41,307.18,292.97,922.64,0.92,16.39
270,201303,4597.04,307.18,163.55,841.96,0.92,16.39
270,201403,4440.88,307.18,-162.4,467.64,0.92,16.39
270,201503,4423.6,307.18,29.45,713.35,0.92,16.39
270,201603,4226.85,307.18,137.81,788.67,0.92,16.39
278,201103,54.46,4.55,2.24,9.46,0.11,8.82
278,201203,67.69,4.55,11.24,21.83,0.11,8.82
278,201303,62.38,4.55,4.63,13.67,0.11,8.82
278,201403,69.24,4.55,2.36,12.01,0.11,8.82
278,201503,67.84,4.55,-3.83,6.59,0.11,8.82
278,201603,65.83,4.55,13.6,24.94,0.11,8.82
281,201103,777.52,36.22,50.31,80.91,0.06,3.86
281,201203,942.1,36.28,30.54,52.63,0.06,3.86
281,201303,1081.74,41.28,31.45,63.47,0.06,3.86
281,201403,1218.05,41.28,21.6,54.11,0.06,3.86
281,201503,1526.22,41.28,49.73,102.45,0.06,3.86
281,201603,1854.5,41.28,31.36,83.67,0.06,3.86
282,201103,1673.45,75.95,141.25,488.7,0.82,23.18
282,201203,1808.73,75.95,145.35,491.93,0.82,23.18
282,201303,1875.86,80.75,-276.61,20.43,0.82,23.18
282,201403,1929.51,80.75,-590.49,-299.82,0.82,23.18
282,201503,2024.38,80.75,-82.02,209.19,0.82,23.18
282,201603,2273.7,98.93,201.04,526.96,0.82,23.18
283,201103,648.53,4.84,27.97,70.35,1.05,10.48
283,201203,517.17,4.84,15.92,53.01,1.05,10.48
283,201303,695.79,4.84,22.85,66.18,1.05,10.48
283,201403,819.1,4.84,24.06,80.54,1.05,10.48
283,201503,1009.86,4.84,41.57,122.4,1.05,10.48
283,201603,938.94,4.84,29.1,99.92,1.05,10.48
284,201112,1153.08,85.28,121.66,246.2,1.06,14.47
284,201212,1324.44,85.28,89.48,278.44,1.06,14.47
284,201312,1428.46,85.28,77.33,320.1,1.06,14.47
284,201412,1491.35,85.28,5.4,287.8,1.06,14.47
284,201512,1566.63,85.28,23.46,251.97,1.06,14.47
285,201103,6447.24,113.51,379.69,967.94,0.44,14.66
285,201203,8433.48,113.52,345.39,958.17,0.44,14.66
285,201303,9754.5,120.21,423.05,1128.3,0.44,14.66
285,201403,8020.57,130.08,673.95,1279.46,0.44,14.66
285,201503,8938.04,130.14,527.69,1194.96,0.44,14.66
285,201603,5466.45,130.22,360.02,906.92,0.44,14.66
288,201106,1058.38,32.59,86.15,153.79,0.0,17.87
288,201206,1232.9,32.59,75.73,140.87,0.0,17.87
288,201306,1437.72,32.59,87.16,169.59,0.0,17.87
288,201406,1664.63,32.59,51.42,110.85,0.0,17.87
288,201506,1874.71,32.59,158.13,258.58,0.0,17.87
292,201112,2993.27,247.28,481.03,742.74,0.0,26.13
292,201212,3120.86,494.56,447.39,695.1,0.0,26.13
292,201312,3179.62,494.56,508.57,793.92,0.0,26.13
292,201412,3392.33,247.28,474.56,764.82,0.0,26.13
292,201512,3298.03,247.28,615.26,990.75,0.0,26.13
295,201103,492.74,31.57,68.62,106.44,0.0,13.17
295,201203,592.02,31.57,82.76,128.74,0.0,13.17
295,201303,585.57,31.57,77.94,117.42,0.0,13.17
295,201403,524.64,31.57,66.96,107.74,0.0,13.17
295,201503,655.53,31.57,66.15,113.19,0.0,13.17
295,201603,658.83,31.57,62.25,95.09,0.0,13.17
298,201103,244.21,48.24,198.59,236.19,0.0,92.96
298,201203,201.65,55.1,161.59,186.09,0.0,92.96
298,201303,206.01,55.1,167.14,191.79,0.0,92.96
298,201403,220.88,55.1,178.68,207.79,0.0,92.96
298,201503,230.95,55.1,186.51,216.03,0.0,92.96
298,201603,251.92,55.1,202.61,234.33,0.0,92.96
300,201103,681.17,15.4,101.34,168.8,0.0,9.48
300,201203,633.95,15.4,75.68,135.97,0.0,9.48
300,201303,795.76,15.4,85.43,151.69,0.0,9.48
300,201403,782.22,15.4,101.18,180.77,0.0,9.48
300,201503,789.74,15.4,91.89,154.72,0.0,9.48
300,201603,573.53,15.4,30.83,60.01,0.0,9.48
301,201103,21458.98,773.81,4987.61,8012.13,0.0,30.93
301,201203,25147.46,781.84,6162.37,9694.0,0.0,30.93
301,201303,29901.27,790.18,7418.39,11585.65,0.0,30.93
301,201403,33238.6,795.32,8785.21,13582.66,0.0,30.93
301,201503,36507.4,801.55,9607.73,15037.71,0.0,30.93
301,201603,36837.39,804.72,9844.71,16064.77,0.0,30.93
302,201103,129.88,10.33,3.18,4.39,0.03,9.27
302,201203,153.79,10.33,6.04,9.34,0.03,9.27
302,201303,150.58,10.33,3.69,6.79,0.03,9.27
302,201403,145.94,10.33,2.46,5.68,0.03,9.27
302,201503,163.44,10.33,6.93,12.22,0.03,9.27
302,201603,154.69,10.33,10.42,19.73,0.03,9.27
303,201103,806.69,16.9,118.19,173.79,0.13,20.86
303,201203,686.42,16.94,642.7,855.39,0.13,20.86
303,201303,816.42,16.94,84.94,137.39,0.13,20.86
303,201403,956.54,16.95,68.43,127.09,0.13,20.86
303,201503,1061.42,16.96,113.58,203.35,0.13,20.86
303,201603,1148.16,16.96,176.39,276.73,0.13,20.86
304,201103,4830.13,41.06,61.32,280.85,2.07,15.1
304,201203,5479.58,41.06,11.0,284.64,2.07,15.1
304,201303,5430.83,41.06,105.54,469.49,2.07,15.1
304,201403,5951.08,41.06,134.68,595.82,2.07,15.1
304,201503,6125.23,45.36,253.3,757.05,2.07,15.1
304,201603,5880.43,45.36,400.96,991.56,2.07,15.1
311,201103,488.44,11.17,46.31,87.39,1.14,5.41
311,201203,616.95,14.44,14.32,71.83,1.14,5.41
311,201303,669.48,14.44,40.07,104.35,1.14,5.41
311,201403,699.51,14.44,3.34,64.57,1.14,5.41
311,201503,684.72,14.44,-19.02,39.74,1.14,5.41
311,201603,695.99,14.44,-19.16,44.64,1.14,5.41
312,201103,44.68,7.49,-4.01,0.29,0.0,-19.69
312,201203,61.48,7.49,0.69,5.47,0.0,-19.69
312,201303,67.43,7.49,-5.84,-0.55,0.0,-19.69
312,201403,61.54,7.49,35.31,39.0,0.0,-19.69
312,201503,60.03,7.49,10.8,12.11,0.0,-19.69
312,201603,42.91,7.49,-10.32,-9.14,0.0,-19.69
316,201103,316.24,12.89,41.35,82.24,1.13,17.42
316,201203,600.47,12.89,61.53,152.07,1.13,17.42
316,201303,699.71,12.89,30.46,113.5,1.13,17.42
316,201403,637.35,12.89,1.28,80.25,1.13,17.42
316,201503,607.23,12.89,15.87,108.08,1.13,17.42
316,201603,749.79,12.89,42.86,150.15,1.13,17.42
322,201103,1236.82,21.86,54.7,119.09,0.51,16.35
322,201203,976.84,21.86,22.04,69.87,0.51,16.35
322,201303,809.06,21.86,23.87,83.77,0.51,16.35
322,201403,1115.99,21.86,58.59,140.42,0.51,16.35
322,201503,1227.01,21.86,83.31,169.8,0.51,16.35
322,201603,1180.46,21.86,113.58,237.95,0.51,16.35
328,201103,3081.67,126.87,166.03,289.4,0.0,9.58
328,201203,3036.61,126.87,123.73,235.39,0.0,9.58
328,201303,3167.6,126.87,127.75,242.49,0.0,9.58
328,201403,3228.06,126.87,122.91,239.45,0.0,9.58
328,201503,3887.25,126.87,210.51,369.29,0.0,9.58
328,201603,4166.44,126.87,247.38,434.38,0.0,9.58
329,201103,5438.43,45.74,-210.21,383.8,21.43,-3.51
329,201203,5920.86,45.74,-379.74,-2.7,21.43,-3.51
329,201303,5710.82,45.74,-329.23,443.1,21.43,-3.51
329,201403,5080.91,109.77,-515.55,410.63,21.43,-3.51
329,201503,4617.55,109.77,-366.68,587.73,21.43,-3.51
329,201603,4100.29,117.27,137.12,936.96,21.43,-3.51
330,201103,465.93,11.5,5.51,36.65,0.0,-17.31
330,201203,441.34,11.5,-16.23,21.98,0.0,-17.31
330,201303,511.8,11.5,8.12,48.96,0.0,-17.31
330,201403,513.72,11.5,-16.62,25.97,0.0,-17.31
330,201503,430.01,11.5,-48.92,-3.57,0.0,-17.31
330,201603,282.61,11.5,-94.61,-51.05,0.0,-17.31
336,201103,1946.89,15.87,61.36,178.15,0.31,4.75
336,201203,1781.88,15.87,31.19,117.93,0.31,4.75
336,201303,1872.39,15.87,43.45,148.27,0.31,4.75
336,201403,1759.8,15.87,47.69,145.23,0.31,4.75
336,201503,1625.7,15.88,8.49,96.53,0.31,4.75
336,201603,1656.23,15.88,11.81,82.58,0.31,4.75
337,201103,4042.53,39.6,590.99,843.76,0.0,19.36
337,201203,4117.22,55.44,591.27,872.02,0.0,19.36
337,201303,4589.38,55.44,764.11,1103.19,0.0,19.36
337,201403,3976.67,55.44,600.02,874.44,0.0,19.36
337,201503,4405.8,55.44,785.85,1018.37,0.0,19.36
337,201603,4724.29,55.44,751.85,988.29,0.0,19.36
341,201103,271.85,82.89,7.57,32.95,1.4,9.37
341,201203,322.04,82.89,8.41,37.04,1.4,9.37
341,201303,433.02,82.89,8.61,41.9,1.4,9.37
341,201403,323.44,82.89,2.79,30.65,1.4,9.37
341,201503,339.96,82.89,-4.54,20.71,1.4,9.37
341,201603,246.58,82.89,1.18,24.5,1.4,9.37
342,201112,749.54,34.81,42.98,86.97,0.02,15.5
342,201212,713.77,34.81,58.02,109.44,0.02,15.5
342,201312,731.35,34.81,59.76,116.73,0.02,15.5
342,201412,801.7,34.81,65.42,126.82,0.02,15.5
342,201512,818.81,34.81,69.83,134.99,0.02,15.5
345,201103,716.72,20.06,43.04,86.24,0.22,10.11
345,201203,869.88,27.25,47.27,73.81,0.22,10.11
345,201303,991.46,33.23,62.26,111.94,0.22,10.11
345,201403,1317.01,33.23,54.24,109.23,0.22,10.11
345,201503,1440.04,33.23,100.03,195.59,0.22,10.11
345,201603,1591.66,33.23,77.85,173.84,0.22,10.11
346,201103,1803.74,11.27,165.98,343.25,0.0,15.01
346,201203,2113.45,11.27,137.02,342.36,0.0,15.01
346,201303,1917.13,11.27,117.48,289.59,0.0,15.01
346,201403,2241.62,11.27,183.69,364.95,0.0,15.01
346,201503,2384.82,11.27,207.45,385.13,0.0,15.01
346,201603,2528.28,11.27,219.92,411.98,0.0,15.01
347,201103,310.42,10.94,8.88,50.11,3.75,6.48
347,201203,343.49,10.94,7.37,56.14,3.75,6.48
347,201303,319.59,10.94,4.21,57.83,3.75,6.48
347,201403,351.36,10.94,-28.62,24.57,3.75,6.48
347,201503,373.93,10.94,0.38,48.98,3.75,6.48
347,201603,309.92,10.94,-9.57,46.16,3.75,6.48
348,201103,43905.87,121.77,3957.89,7220.07,0.34,13.98
348,201203,53170.52,122.48,4456.5,7777.1,0.34,13.98
348,201303,51610.96,123.08,4910.65,8242.09,0.34,13.98
348,201403,56598.92,185.38,5493.13,9268.65,0.34,13.98
348,201503,57017.41,185.91,5056.18,9288.84,0.34,13.98
348,201603,59779.61,186.3,5311.46,9319.88,0.34,13.98
351,201103,362.56,81.98,-99.54,-30.45,0.0,-13.5
351,201203,310.42,81.98,-45.2,3.6,0.0,-13.5
351,201303,243.45,81.98,-65.45,-15.86,0.0,-13.5
351,201403,262.01,81.98,-72.83,-19.93,0.0,-13.5
351,201503,203.77,81.98,-81.09,-25.33,0.0,-13.5
351,201603,155.8,81.98,-78.36,-21.38,0.0,-13.5
355,201103,300.92,6.08,22.38,47.26,0.01,4.35
355,201203,377.32,6.08,-23.8,5.65,0.01,4.35
355,201303,312.24,6.08,12.39,30.12,0.01,4.35
355,201403,255.94,6.08,-7.76,-0.91,0.01,4.35
355,201503,215.51,6.08,-10.74,-2.67,0.01,4.35
355,201603,271.31,6.08,5.98,11.99,0.01,4.35
357,201103,2616.22,23.8,210.98,657.93,0.86,27.71
357,201203,3256.74,23.8,385.11,970.5,0.86,27.71
357,201303,3830.8,23.8,403.65,1048.25,0.86,27.71
357,201403,3683.51,23.8,137.7,649.58,0.86,27.71
357,201503,3644.89,23.81,242.35,800.85,0.86,27.71
357,201603,3595.75,23.81,558.26,1150.82,0.86,27.71
363,201103,6.19,11.43,21.73,22.14,0.0,1008.23
363,201203,6.68,11.43,-6.49,-5.53,0.0,1008.23
363,201303,6.7,11.43,48.84,49.84,0.0,1008.23
363,201403,4.18,11.43,47.6,48.5,0.0,1008.23
363,201503,6.95,11.43,54.76,57.92,0.0,1008.23
363,201603,8.97,11.43,101.0,101.74,0.0,1008.23
365,201103,23460.26,293.62,2662.1,4005.96,0.16,12.6
365,201203,31847.19,294.52,2878.89,4344.78,0.16,12.6
365,201303,40441.16,295.16,3352.82,5349.09,0.16,12.6
365,201403,40508.5,295.16,3758.35,5491.99,0.16,12.6
365,201503,38444.83,295.7,3321.11,5358.09,0.16,12.6
365,201603,40884.98,296.32,3167.48,5493.8,0.16,12.6
367,201103,496.13,26.69,38.24,71.07,0.8,4.99
367,201203,630.77,26.69,55.99,110.09,0.8,4.99
367,201303,706.04,26.69,77.37,137.73,0.8,4.99
367,201403,697.3,26.69,29.61,60.39,0.8,4.99
367,201503,921.85,26.69,17.92,90.94,0.8,4.99
367,201603,841.76,26.69,-20.47,48.34,0.8,4.99
368,201103,2520.46,118.55,77.54,159.07,2.7,3.84
368,201203,3707.18,118.55,69.1,208.73,2.7,3.84
368,201303,2779.59,118.55,66.57,185.22,2.7,3.84
368,201403,3310.26,118.55,70.93,224.75,2.7,3.84
368,201503,2576.87,118.55,37.54,173.33,2.7,3.84
368,201603,3000.32,118.55,-240.12,-103.66,2.7,3.84
372,201103,462.95,46.5,-42.09,47.05,0.0,58.36
372,201203,747.01,52.91,-15.44,40.6,0.0,58.36
372,201303,1515.17,53.1,561.48,690.8,0.0,58.36
372,201403,995.91,53.25,185.16,225.33,0.0,58.36
372,201503,581.83,53.3,390.94,473.03,0.0,58.36
372,201603,200.76,53.4,115.21,117.43,0.0,58.36
378,201112,8165.8,31.4,1122.7,1832.2,0.01,19.78
378,201212,8659.1,31.4,958.3,1718.7,0.01,19.78
378,201312,8756.7,31.4,884.7,1641.3,0.01,19.78
378,201503,12085.5,31.4,1337.7,2518.6,0.01,19.78
378,201603,10612.8,31.4,1245.9,2258.3,0.01,19.78
384,201103,541.1,21.74,34.02,64.42,0.24,9.17
384,201203,382.76,21.74,22.4,42.68,0.24,9.17
384,201303,391.62,21.74,21.13,41.48,0.24,9.17
384,201403,459.33,21.74,14.07,35.56,0.24,9.17
384,201503,417.92,21.74,16.64,42.0,0.24,9.17
387,201109,23.08,25.04,49.2,39.91,0.02,39.15
387,201303,9.9,25.04,27.28,30.09,0.02,39.15
387,201403,4.47,25.04,1.24,4.17,0.02,39.15
387,201503,5.23,25.04,1.2,2.82,0.02,39.15
387,201603,5.39,25.04,5.23,4.82,0.02,39.15
390,201103,478.9,55.9,245.78,326.43,1.2,78.49
390,201203,477.98,55.9,156.89,347.56,1.2,78.49
390,201303,664.33,55.9,196.95,384.29,1.2,78.49
390,201403,270.82,55.9,49.14,154.92,1.2,78.49
390,201503,161.27,55.9,-6.32,129.72,1.2,78.49
390,201603,109.92,55.9,-29.97,86.28,1.2,78.49
